Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Education_and_Training,Art_Teacher,Josh Cohen School Of Music,https://www.yellowpages.com.au/vic/hawthorn/josh-cohen-school-of-music-1000002079777-listing.html,(03) 9509 7779,hello@joshcohen.com.au,http://joshcohen.com.au,621A Burwood Rd,Hawthorn,VIC,3122.0,"621A Burwood Rd, Hawthorn VIC 3122",No information available,No information available
Education_and_Training,Art_Teacher,Josh Cohen School Of Music,https://www.yellowpages.com.au/vic/malvern/josh-cohen-school-of-music-13754644-listing.html,(03) 9509 7779,hello@joshcohen.com.au,http://joshcohen.com.au,1/50 Glenferrie Rd,Malvern,VIC,3144.0,"1/50 Glenferrie Rd, Malvern VIC 3144",No information available,No information available
Education_and_Training,Art_Teacher,Kealba School of Music,https://www.yellowpages.com.au/vic/kealba/kealba-school-of-music-15069754-listing.html,0411 112 658,info@kealbaschoolofmusic.com,http://www.kealbaschoolofmusic.com,37 Stenson Rd,Kealba,VIC,3021.0,"37 Stenson Rd, Kealba VIC 3021",No information available,No information available
Education_and_Training,Art_Teacher,Forte School of Music Mt Waverley,https://www.yellowpages.com.au/vic/mt-waverley/forte-school-of-music-mt-waverley-1000001841852-listing.html,(03) 9043 2627,mtwaverley@fortemusic.com,http://fortemusic.com.au/music-school-mt-waverley,10 Hamilton Pl,Mt Waverley,VIC,3149.0,"10 Hamilton Pl, Mt Waverley VIC 3149",No information available,No information available
Education_and_Training,Art_Teacher,Kimekai Karate Cheltenham - Karate School & Self Defence Classes,https://www.yellowpages.com.au/vic/cheltenham/kimekai-karate-cheltenham-karate-school-self-defence-classes-1000000755731-listing.html,0425 713 425,baysidekim101@gmail.com,http://www.kimekai.com.au,313/309 Warrigal Rd,Cheltenham,VIC,3192.0,"313/309 Warrigal Rd, Cheltenham VIC 3192",No information available,No information available
Education_and_Training,Art_Teacher,Greenvale Music School,https://www.yellowpages.com.au/vic/greenvale/greenvale-music-school-15384956-listing.html,0401 497 612,greenvalemusicschool@gmail.com,http://www.greenvalemusicschool.com,Elphinstone Blv,Greenvale,VIC,3059.0,"Elphinstone Blv, Greenvale VIC 3059",No information available,No information available
Education_and_Training,Art_Teacher,Anne's School of Music,https://www.yellowpages.com.au/vic/caroline-springs/annes-school-of-music-15727795-listing.html,0434 632 140,info.annesmusic@gmail.com,http://www.annesmusicschool.net.au,30 Brunton Ave,Caroline Springs,VIC,3023.0,"30 Brunton Ave, Caroline Springs VIC 3023",No information available,No information available
Education_and_Training,Art_Teacher,Bernies Music School,https://www.yellowpages.com.au/vic/ringwood/bernies-music-school-12631312-listing.html,(03) 9872 5122,info@musicland.com.au,http://www.musicland.com.au,381 Canterbury Rd,Ringwood,VIC,3134.0,"381 Canterbury Rd, Ringwood VIC 3134",No information available,No information available
Education_and_Training,Art_Teacher,Musical Avenue School of Music,https://www.yellowpages.com.au/vic/springvale-south/musical-avenue-school-of-music-1000000699290-listing.html,0484 619 111,info@musicalavenue.com.au,http://www.musicalavenue.com.au,1 Spring Rd,Springvale South,VIC,3172.0,"1 Spring Rd, Springvale South VIC 3172",No information available,No information available
Education_and_Training,Art_Teacher,Aspendale Music School,https://www.yellowpages.com.au/vic/aspendale/aspendale-music-school-15500511-listing.html,0413 667 317,mark@aspendalemusicschool.com.au,http://www.aspendalemusicschool.com.au,,Aspendale,VIC,3195,Aspendale VIC 3195,No information available,No information available
Education_and_Training,Art_Teacher,Irena's Piano School,https://www.yellowpages.com.au/vic/rowville/irenas-piano-school-15569562-listing.html,0402 455 453,borsusel@yahoo.com.au,http://www.facebook.com/irenaspianoschool,10 Westminster Dr,Rowville,VIC,3178.0,"10 Westminster Dr, Rowville VIC 3178",No information available,No information available
Education_and_Training,Art_Teacher,Singit Music School,https://www.yellowpages.com.au/vic/endeavour-hills/singit-music-school-1000001832423-listing.html,0431 206 266,musicash82@gmail.com,http://singit.com.au,Charlton Ct,Endeavour Hills,VIC,3802.0,"Charlton Ct, Endeavour Hills VIC 3802",No information available,No information available
Education_and_Training,Art_Teacher,Cranbourne Music School,https://www.yellowpages.com.au/vic/cranbourne/cranbourne-music-school-13040679-listing.html,(03) 5995 3993,info@cranbournemusicschool.com,http://www.cranbournemusicschool.com,Studio 1 Level 1 19-21 High St,Cranbourne,VIC,3977.0,"Studio 1 Level 1 19-21 High St, Cranbourne VIC 3977",No information available,No information available
Education_and_Training,Art_Teacher,Geelong Sabaki School,https://www.yellowpages.com.au/vic/geelong-west/geelong-sabaki-school-13045554-listing.html,0419 374 523,craigleeson@iprimus.com.au,http://geelongsabakischool-com.webs.com,"Sparrow Park Fairley Lodge Hall , 158 Hope St",Geelong West,VIC,3218.0,"Sparrow Park Fairley Lodge Hall , 158 Hope St, Geelong West VIC 3218",No information available,No information available
Education_and_Training,Art_Teacher,Tutti Music School- Mt Helen,https://www.yellowpages.com.au/vic/mt-helen/tutti-music-school-mt-helen-1000002082826-listing.html,0400 119 144,musictuttischool@gmail.com,http://facebook.com/tuttischool,32 Timbertop Dr,Mt Helen,VIC,3350.0,"32 Timbertop Dr, Mt Helen VIC 3350",No information available,No information available
Education_and_Training,Art_Teacher,Melbourne School Of Music,https://www.yellowpages.com.au/vic/mitcham/melbourne-school-of-music-14178996-listing.html,(03) 9873 5526,,http://www.melbourneschoolofmusic.com.au,452 Mitcham Rd,Mitcham,VIC,3132.0,"452 Mitcham Rd, Mitcham VIC 3132","Established
1983",No information available
Education_and_Training,Art_Teacher,Lygon Music School,https://www.yellowpages.com.au/vic/brunswick-east/lygon-music-school-13071402-listing.html,(03) 9387 9339,info@lygonmusicschool.com,http://www.lygonmusicschool.com,35A Lygon St,Brunswick East,VIC,3057.0,"35A Lygon St, Brunswick East VIC 3057",No information available,No information available
Education_and_Training,Art_Teacher,Pierre Jaquinot Guitar School,https://www.yellowpages.com.au/vic/south-yarra/pierre-jaquinot-guitar-school-12786716-listing.html,0419 330 061,,http://members.optusnet.com.au/pjaquinot/Pierre_Jaquinot/Home.html,14 Davison Pl,South Yarra,VIC,3141.0,"14 Davison Pl, South Yarra VIC 3141",No information available,No information available
Education_and_Training,Art_Teacher,Tim Day Music School,https://www.yellowpages.com.au/vic/brunswick/tim-day-music-school-1000001926495-listing.html,(03) 9005 1911,tim@timdaymusicschool.com.au,http://www.timdaymusicschool.com.au,,Brunswick,VIC,3056,Brunswick VIC 3056,No information available,No information available
Education_and_Training,Art_Teacher,Pro Expression Music School,https://www.yellowpages.com.au/vic/brunswick/pro-expression-music-school-12845925-listing.html,0422 444 429,chriss@proexpression.com,http://www.proexpression.com,,Brunswick,VIC,3056,Brunswick VIC 3056,No information available,No information available
Education_and_Training,Art_Teacher,Preston School of Music,https://www.yellowpages.com.au/vic/preston/preston-school-of-music-15723074-listing.html,(03) 9280 2888,schoolofcool2014@gmail.com,,114 High St,Preston,VIC,3072.0,"114 High St, Preston VIC 3072",No information available,No information available
Education_and_Training,Art_Teacher,Twinkle Twinkle Piano School,https://www.yellowpages.com.au/vic/elsternwick/twinkle-twinkle-piano-school-14888299-listing.html,(03) 9572 0206,twinkletwinkle4@excite.com,http://www.excite.com,567 Glen Huntly Rd,Elsternwick,VIC,3185.0,"567 Glen Huntly Rd, Elsternwick VIC 3185",No information available,No information available
Education_and_Training,Art_Teacher,Merlynston Music School,https://www.yellowpages.com.au/vic/coburg-north/merlynston-music-school-15245491-listing.html,0438 619 959,merlynstonmusic@gmail.com,,33 Lorensen Ave,Coburg North,VIC,3058.0,"33 Lorensen Ave, Coburg North VIC 3058",No information available,No information available
Education_and_Training,Art_Teacher,Coatesville Karate School,https://www.yellowpages.com.au/vic/moorabbin/coatesville-karate-school-15146282-listing.html,0426 891 976,coatesvillekarateschool@gmail.com,,Bignell Rd,Moorabbin,VIC,3189.0,"Bignell Rd, Moorabbin VIC 3189",No information available,No information available
Education_and_Training,Art_Teacher,Genesis Music School,https://www.yellowpages.com.au/vic/deer-park/genesis-music-school-12089495-listing.html,0421 426 674,,http://genesismusicschool.com.au,,Deer Park,VIC,3023,Deer Park VIC 3023,No information available,No information available
Education_and_Training,Art_Teacher,Maestro Music School,https://www.yellowpages.com.au/vic/keilor-downs/maestro-music-school-12671412-listing.html,(03) 9366 9917,,,15 Carbine Way,Keilor Downs,VIC,3038.0,"15 Carbine Way, Keilor Downs VIC 3038","Payment Methods
Cash
Cheques","Hours of Operation
Open Monday - Friday, Open Saturdays
Style
Blues, Classical, Contemporary, Jazz, Pop
Services
Assessments, Private Lessons, Short Courses
Brand
Yamaha
Methods
AMEB, Public Performances, Traditional, Workshops
Offering
Aural Training, Theory
Features
By Appointment, Licensed, On-Site Services, Registered
Instrument
Keyboards, Pianos
Catering To
All Ages
Rating
Over 15 Years"
Education_and_Training,Art_Teacher,Simon Candy School of Guitar,https://www.yellowpages.com.au/vic/dingley-village/simon-candy-school-of-guitar-15173948-listing.html,0407 861 343,info@simoncandyschoolofguitar.com,http://www.simoncandyschoolofguitar.com,,Dingley Village,VIC,3172,Dingley Village VIC 3172,No information available,No information available
Education_and_Training,Art_Teacher,Margaret Wicham Music School Rowville,https://www.yellowpages.com.au/vic/wantirna-south/margaret-wicham-music-school-rowville-1000000740684-listing.html,0434 831 855,mwickham@dodo.com.au,http://www.dodo.com.au,7 Loxton Ave,Wantirna South,VIC,3152.0,"7 Loxton Ave, Wantirna South VIC 3152",No information available,No information available
Education_and_Training,Art_Teacher,Emmanuel Music School,https://www.yellowpages.com.au/vic/endeavour-hills/emmanuel-music-school-15724465-listing.html,(03) 9700 7674,emmanuelccc@tpg.com.au,http://www.tpg.com.au,18 Cristata Ave,Endeavour Hills,VIC,3802.0,"18 Cristata Ave, Endeavour Hills VIC 3802",No information available,No information available
Education_and_Training,Art_Teacher,Chelsea Heights Piano School,https://www.yellowpages.com.au/vic/chelsea-heights/chelsea-heights-piano-school-1000002335001-listing.html,0405 549 112,chelseaheightsmusic@hotmail.com,,227 Thames Prom,Chelsea Heights,VIC,3196.0,"227 Thames Prom, Chelsea Heights VIC 3196",No information available,No information available
Education_and_Training,Art_Teacher,Rising Stars School Of Music,https://www.yellowpages.com.au/vic/narre-warren-south/rising-stars-school-of-music-1000000756985-listing.html,0430 332 446,anomaperera@live.com,http://www.live.com,6 Cremona Pl,Narre Warren South,VIC,3805.0,"6 Cremona Pl, Narre Warren South VIC 3805",No information available,No information available
Education_and_Training,Art_Teacher,Meri's Music School,https://www.yellowpages.com.au/vic/drouin/meris-music-school-15779483-listing.html,(03) 5625 2696,merisong@merismusicschool.net,http://www.merismusicschool.net,1/ 11 Buln Buln Rd,Drouin,VIC,3818.0,"1/ 11 Buln Buln Rd, Drouin VIC 3818",No information available,No information available
Education_and_Training,Art_Teacher,Ballarat school of Jik Cheung Kung Fu,https://www.yellowpages.com.au/vic/soldiers-hill/ballarat-school-of-jik-cheung-kung-fu-1000001669671-listing.html,0400 298 850,jikcheungkf@gmail.com,,415 Lydiard St,Soldiers Hill,VIC,3350.0,"415 Lydiard St, Soldiers Hill VIC 3350",No information available,No information available
Education_and_Training,Art_Teacher,Andrios School Of Music,https://www.yellowpages.com.au/vic/avondale-heights/andrios-school-of-music-14539677-listing.html,(03) 9331 3477,,,161 Military Rd,Avondale Heights,VIC,3034.0,"161 Military Rd, Avondale Heights VIC 3034","ABN
84 853 760 366",No information available
Education_and_Training,Art_Teacher,Caroline Springs School Of Guitar,https://www.yellowpages.com.au/sup/caroline-springs-school-of-guitar-14679505-listing.html,0409 408 366,trevormcquade@bigpond.com,,,,,,No location found,No information available,No information available
Education_and_Training,Art_Teacher,Melbourne Guitar School,https://www.yellowpages.com.au/vic/caulfield/melbourne-guitar-school-1000001670215-listing.html,0423 034 900,,,2 486 Glen Eira Rd,Caulfield,VIC,3162.0,"2 486 Glen Eira Rd, Caulfield VIC 3162",No information available,No information available
Education_and_Training,Art_Teacher,Green Gully Music School,https://www.yellowpages.com.au/vic/keilor-downs/green-gully-music-school-12088079-listing.html,(03) 9367 4034,,,16 Wirilda Pl,Keilor Downs,VIC,3038.0,"16 Wirilda Pl, Keilor Downs VIC 3038",No information available,"Features
Mobile Service
Methods
AMEB
Offering
Theory, VCE
Instrument
Guitars, Keyboards, Organs, Pianos, Stringed"
Education_and_Training,Art_Teacher,CATC Design School Melbourne,https://www.yellowpages.com.au/vic/melbourne/catc-design-school-melbourne-14293000-listing.html,1300 661 111,,,595 Little Collins St,Melbourne,VIC,3000.0,"595 Little Collins St, Melbourne VIC 3000",No information available,No information available
Education_and_Training,Art_Teacher,Kidko Music School,https://www.yellowpages.com.au/vic/albert-park/kidko-music-school-1000002923963-listing.html,0431 418 148,,,53 Cardigan Pl,Albert Park,VIC,3206.0,"53 Cardigan Pl, Albert Park VIC 3206",No information available,No information available
Education_and_Training,Art_Teacher,Prahran Taekwondo School,https://www.yellowpages.com.au/vic/prahran/prahran-taekwondo-school-13095828-listing.html,(03) 9523 7203,,,178 High St,Prahran,VIC,3181.0,"178 High St, Prahran VIC 3181",No information available,No information available
Education_and_Training,Art_Teacher,Mini Mozarts School Of Music Pty Ltd,https://www.yellowpages.com.au/vic/ascot-vale/mini-mozarts-school-of-music-pty-ltd-15255331-listing.html,(03) 9370 3338,,,166 Union Rd,Ascot Vale,VIC,3032.0,"166 Union Rd, Ascot Vale VIC 3032",No information available,No information available
Education_and_Training,Art_Teacher,Bayside Guitar School,https://www.yellowpages.com.au/vic/st-kilda/bayside-guitar-school-1000001830278-listing.html,0407 119 315,,,,St Kilda,VIC,3182,St Kilda VIC 3182,No information available,No information available
Education_and_Training,Art_Teacher,Matthew Procter Mobile Guitar School,https://www.yellowpages.com.au/vic/kingsville/matthew-procter-mobile-guitar-school-15465787-listing.html,0406 342 782,,,,Kingsville,VIC,3012,Kingsville VIC 3012,No information available,No information available
